Length,audio_name,Transcript,negative_count,positive_count,negative_positions,positive_positions,Senti,Total Frame Count,Total Positive Frames,Total Negative Frames,Total Neutral Frames,General Percentage,Negative_Frame_Sentiments,Positive_Frame_Sentiments
55.98,205 (13).wav,سورج سب سے پہلے شروع کرتے ہیں اپنے ایکسپیرینس کے بارے میں دو سال میں نے چلائی گاڑی بہت اچھی لگی بہت اسٹرانگ بہت اسٹڈی ایچ ڈی ایوری تھنگ واسکیٹ انٹل وی کین کراس اسپین کوالٹی ابی نو نو ٹو دا پینٹ کوالٹی ڈسکس اینڈ بکواس کائنڈ اف پین کوالٹی اپ کو اس میں ملتی ہے پہلے کون سے شروع کرتے ہیں نہ تو پینٹ کے معاملے میں پیتک ان کی سروسز ہے یا پروڈکشن ویلیو ہے بالکل زیرو ہے پینٹ بالکل بھی کام کرنی ہے اس پہ ہم نے وہ رین کونسا لگایا اتارا تو یہ لیٹر پیپر یا اتریں پینٹ سمیت کے اکھڑ گیا یہاں سے یہاں پہ وہ اگیا نشان وغرہ اگیا اس کے تو,7,1,"[16, 22, 23, 30, 37, 39, 40]",[9],1,55,22,0,19,"(1, 40.0)","[0, 9, 0, 0, 0, 0, 0]",[0]
13.58,205 (14).wav,ایک اور مزے کی بات یہ ہوئی کہ اس دن ہم ایک ریل دیکھ رہے تھے حذیفہ ہی بتا رہے تھے کسی نے لیگ چنگان کاروان اور اس میں سے وہ جو کمپنی اس کے کرنی ہوتی ہے وہ اتارے تو پینٹ ہی اتر گیا اس کے ساتھ تو یہ حال ہے ان کی پینٹ کوالٹی کا,1,1,[3],[1],1,13,9,0,3,"(1, 69.23076923076923)",[9],[0]
62.35,205 (15).wav,اپارٹ فروم ڈیٹ انجن وائس ون اف دی روبس وہیکل اپ اسے یہی کہہ سکتے ہیں کہ ٹویوٹا کے برابر کا انجن یے یا اس سے اوپر بنا رہے یورو فائیو انجن ٹیکنالوجی ہے اور بلو کور انجن ٹیکنالوجی اس میں یوز کر رہے ہیں فینٹاسٹک ایک اور مزے کی بات بتاؤں کہ وہ جو تھی 1.3 منیر وہ مجھے دیتی تھی اراؤنڈ لاہور سے اتے ہوئے شروع شروع میں وہ مجھے دیتی تھی تقریبا 18 ساڑھے اٹھارہ کی ایوریج جیسے ہی میں نے ٹائر چینج کیے بائی دا وے ٹائر ایک اور بکواس چیز ہے اس کی ٹھیک ہے ٹائر چینج کرنے کے بعد کیونکہ وہ بڑے سائز کے ٹائر لگ گئے تو وہ 750 17 کے درمیان مجھے ایوریج دیتی تھی اپان اے سی این ہیٹر ٹھیک ہو گیا ٹائر اس کے چینج کر دیے تھے اس کے بھی چینج کروں گا انشاءاللہ لیکن ابھی نہیں تھوڑا سا چلا کے اس کے بعد ان ٹائیس کو بھی چینج کر دوں گا ٹائر چینج اپ لوگ پوچھتے نہیں ہوتے کہ یار ٹائر کیوں چینج کرتے ہو ٹائر چینج کرنے کی وجہ یہ ہے کہ یہ بہت ہی ہارٹ ٹائر ہے اور باقاعدہ اپ کو روڈ نائس بھی سنائی دیتا ہے اور سسپینشن پہ اس کا جو اثرات ہیں وہ بھی اپ کو نظر اتے ہیں,8,5,"[23, 27, 27, 35, 37, 42, 43, 49]","[8, 14, 23, 29, 37]",1,62,29,3,9,"(1, 46.774193548387096)","[0, 0, 9, 0, 0, 0, 0]","[0, 0, 9, 0, 0]"
50.67,205 (16).wav,یہاں میں مزے کی بات بتاتا چلوں کہ ٹائر پریشر کو لے کے بڑی باتیں ہوتی ہیں جب ہم نے ایلسن 1.3 لی تھی 40 بار اس نے ہوا تھی کھڑی نہیں ہوتی تھی گاڑی روڈ پہ ہلکا سا کوئی پتھر بھی اتا تھا نہ تو فیل ہوتا تھا پھر میں سمجھا کہ ٹائر کی ہوا کا میں چیک کروانے گیا تو 40 تھی 30 کی تو گاڑی ممبر ہوگی سموتھ ہوگی لیکن یہاں پے میں اپ کو بتاتا چلوں کہ 40 40 کوئی بھی نہیں ہے 30 بھی نہیں ہے اس کا ٹائر پریشر ریکمنڈڈ کمپنی کی جانب سے یہاں پہ اگر اپ اتے ہیں تو یہاں پہ اپ کو بتایا جاتا ہے کہ 32 32 اپ نے ٹائروں میں ہوا رکھنی ہے فرنٹ ریئل ٹھیک ہے سب 32 32 ہوا ہے تو کوئی کسی کی نہ سنے اپ گاڑی کے اوپر لکھا ہوا ہوتا ہے کہ کتنا ٹائر پریشر ہونا چاہیے یہ ہوگیا,7,9,"[10, 10, 15, 24, 28, 29, 45]","[1, 9, 12, 18, 40, 42, 43, 47, 47]",0,50,2,3,22,"(0, 44.0)","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 9, 0, 0, 9, 0]"
60.6,205 (17).wav,اب دوبارہ کیوں لیلن اگر اتنی شکایت تھی تو اچھا لائٹیں بھی دنیا کی گھٹیا ترین لائٹیں یہ ہیں جو ایلسن میں اپ کو دی جاتی ہیں کئی دفعہ کہا ہم نے ویڈیوز میں بھی اور افیشیل بھی بتایا انہوں نے کہ اپ کی لائٹس جو ہیں بالکل بیکار ہیں کائنڈلی لائٹس کو چینج کریں اور یہ اس طرح ان کی کچھ الگ رہے تھے میں اس طرح کا لینگویج ٹیڑھی ہے کی لائٹ ایسے اکے ایسے ہو رہی ہے روڈ کے اندر یعنی کہ اگے اگے اتنے سے فاصلے پے اتنی دوری پے یہ اکے لائٹیں یہاں درمیان میں کنورجنسیا اگر اپ کو لگتا ہے اپ نے تو اپ بھی رکھ سکتے ہیں,5,1,"[4, 15, 26, 26, 38]",[5],0,60,11,2,23,"(0, 38.333333333333336)","[0, 0, 0, 0]",[0]
74.3,205 (18).wav,"خدشہ ان تمام باتوں کے باوجود پھر السن کیوں لی اب اتے ہیں اچھی باتوں کی طرف انجن ٹاپ ناچ اس کے بعد مالیج اپ کو پتا ہے اس نے لاہور سے ہمیں کتنی دی میں اپ کو پہلے بھی بتایا تھا کہ میں فون نہیں کرواتا ہوتا میں ٹاپ اپ کرواتا ہوتا ہوں اوپر تک ٹھیک ہے 9 لیٹر ایکسٹرا پڑتا ہے میں ٹاپ اپ کروا کے وہاں سے نکلا لاہور سے اور اسلام اباد اکے میں نے دوبارہ ٹاپ اپ کرایا میں نے یہ سوچا کہ اب ہمیں اندازہ ہوجانا چاہیے کہ کتنے لیٹر پیٹرول پے گی یا کتنے روپے کا پیے گی میں ڈلواتا ہوں ہائی اکٹین اس میں بھی ہائی اوکٹین ڈلواتا تھا اس میں بھی ہائی اکٹین لاتا ہوں گاڑی میں 5 بندے اندر سے اور جو بوٹ ہے اس کا ڈگی ہے کھچا کھچ بھری ہوئی تھی اتنا وزن کو لے کے اوپر کی جانب بھی ا رہی تھی تو اس نے کھایا 8,000 70 رز کا فیول ہائی اوکٹین کی میں بات کر رہا ہوں تم میرے خیال سے جو اس نے ایوریج دی ہم نے نوٹ کی ہے ایوریج انیس اعشاریہ پانچ کی ایوریج اس نے دی پھر اپ سمجھ سکتے ہیں کہ یہ اتنی بڑی گاڑی 1.5 اچھا 120 پے کروز لگاکے میں ایا تھا اسلام اباد تک روس پہ ایا ہوں تو پھر اپ دیکھ لیں 120 پہ اگر یہ 19.5 کی ایوریج دے رہی ہے فل کھچا کھچ بھری ہوئی گاڑی واٹس یو ایس",7,5,"[0, 14, 44, 55, 57, 58, 71]","[4, 17, 17, 45, 63]",1,74,23,3,18,"(1, 31.08108108108108)","[0, 0, 0, 9, 0, 0, 0]","[0, 0, 0, 0]"
15.44,205 (19).wav,اب مجھے یقین ہے کہ کچھ سیٹی والے کہیں گے ہمیں 20 بھی دی 21 بھی دی تو اپ کہہ سکتے ہو یار میرے نوٹس میں تو نہیں ہے میرے نوٹس میں جو ہے 16 17 کی ایوریج ہے جو سمجھ میں انے والی بات ہے لیکن اس نے ہمیں دی ساری انیس کی ایوریج ایک چیز,5,0,"[8, 10, 13, 15, 15]",[],0,15,2,2,10,"(0, 66.66666666666666)","[0, 0, 0, 0]",[]
40.75,205 (20).wav,یہ دوسرا نو ڈاؤٹ پین کوالٹی تھیٹا سے اس کی لیکن باڈی بہت اس کی مضبوط ہے بہت مضبوط باڈی ہے اس کی اور پتہ چلتا ہے کہ اپ کسی سولڈ گاڑی میں بیٹھے ہو 80 اور 90 کے دور کی اپ کو یاد اتی ہے اتنی سولیڈ اس میں چادر یوز کی گئی ہے بلڈ کوالٹی بہت اچھی ہے یہاں سے ایک گاڑی کا ایکسیڈنٹ ہوا تھا ٹھیک ہے یہ اندر کیا ہوا تھا تو شاہد بھائی ہمارے ایک بہت اچھے وینٹر ہے مانسہرہ کے ٹاپ نے اینٹر ہیں وہ ان کے پاس وہ گاڑی ائی ہوئی تھی تو وہ کہتے ہیں سیٹی یا کرولا اتا ہے تو ہم پلاس سے پکڑ کے بھی سیدھا کر کے دو اوپر سے مارتے ہیں صحیح ہو جاتا ہے اس میں ہتھوڑے برسا رہے تھے وہ چادر صحیح نہیں ہو رہی تھی تو اتنی سولڈ کوالٹی,3,10,"[1, 3, 39]","[5, 5, 17, 19, 20, 21, 23, 34, 35, 38]",0,40,7,6,18,"(0, 45.0)","[0, 9, 9]","[0, 0, 0, 1, 0, 0, 0, 0, 0]"
49.55,205 (21).wav,پھر اس میں اپ کو الائی ویلس مل جاتے ہیں ٹھیک ہے لومیر کی بات کر رہا ہوں جو کہ بائی ڈیفالٹ اپ کو کمپنی لگا کے دیتی ہے سن روف مل جاتا ہے ٹھیک ہے یہ میرے جو ہیں یہاں پہ اگر اپ ا کے نشان دیکھیں یہ نشان اپ کو نظر ارہا ہوگا ہیٹڈ میرٹس ہیں یہ ٹھیک ہے ان کے اوپر بارش نہیں جمتی وہ ویپر ویپ رائس ہو کے اڑ جاتی ہے اور بوٹ سپیس تو امیزنگ جوائنٹ قسم کی بوٹس پے ایسا مجبور سپیس بھی اپ کو دکھا دیتا ہوں جسٹ ہیو لوگ اس میں ہم نے انس کو بٹھایا بھی تھا وہ پورا سما گیا تھا بچہ ٹھیک ہے بچہ تو نہیں ہے بڑا سارا ایڈلٹ ہے وہ پورے کا پورا اس میں سما گیا تھا پھر اس کے بعد کیمرہ نظر اجاتا ہے یہاں پے اور ساتھ ہی پارکنگ سینسرز بھی اپ کو دیے ہوئے ہیں,4,6,"[21, 21, 28, 38]","[4, 11, 19, 21, 27, 37]",0,49,4,2,10,"(0, 20.408163265306122)","[0, 0, 0]","[0, 0, 0, 0, 0, 0]"
33.99,205 (22).wav,تو یہ کچھ باتیں جن کی وجہ سے اج بھی اپ پریفر کریں گے سیٹی کے اوپر پھر اس میں انفوٹینمنٹ سکرین بھی لگی ہوئی اتی ہے کروز کنٹرول اتا ہے اس کا سیلنگ ویل اگر اپ دیکھیں بہت خوبصورت ہے ڈیش ہے سٹیرنگ ویل ہے اس کا ٹھیک ہے پھر کروز بھی اس کے اندر دے دیا ہے پھر ایکو ائیڈیل اپ کو اس میں کون سی گاڑی میں اپ کو ملتی ہیں اٹومیٹک گیر باغ کے ساتھ اتا ہے جس میں مینول کا اپشن بھی موجود ہے لیکن اسپورٹس موڈ کے طور پر اس سے متعارف کرایا ہوا ہے بٹ سیل فینٹاسٹک اپشن ٹو ہی,1,5,[29],"[5, 13, 16, 32, 33]",0,33,0,0,7,"(0, 21.21212121212121)",[0],"[1, 9, 0, 0, 1]"
37.27,205 (23).wav,اب اپ مجھے بتائیں جب میں یہ لینے گیا تھا میں سوچ رہا تھا کہ میں پلیز لے لوں یا میں گرینڈی کی طرف چلا جاؤں یا سیوک کوئی 16 17 ماڈل لے لوں لیکن پھر کافی ساری چیزیں اس میں ایسی ہیں کہ یہ چونکہ ابھی چلی بھی کم تھی اب یہ تین چار سال تک انشاءاللہ اس نے مجھے تنگ نہیں کرنا ان گاڑیوں میں ہم بیٹھے تھے تو میں حذیفہ کی زبانی اپ کو سنانا چاہوں گا کہ حذیفہ اور میں نے میں تو چلو تعریف ہی کروں گا نا حذیفہ کی حذیفہ کی تعریف نہیں کرے گا حذیفہ انکھوں نے کا حال بتائے گا تو چلیے پوچھتے ہیں ہمارا یہ گاڑی لینے میں سب سے زیادہ محرکات کس چیز کے تھے,7,3,"[10, 15, 18, 19, 30, 36, 37]","[11, 27, 29]",0,37,3,8,24,"(0, 64.86486486486487)","[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0]"
88.19,205 (24).wav,السلام علیکم حذیفہ جی ٹھیک ٹھاک الحمدللہ اپ سنائیں سب کے سفر میں اپ میرے ساتھ ساتھ ہیں تو اپ نے کیا نوٹ کیا جب ہم نے جتنی بھی گاڑیاں دیکھی تو اپ بھی ساتھ ہی تھے تو پہلے تو یہ بتائیں اپ کو سب سے اچھی کون سی لگی تھی اور زیادہ کیا وجہ ہوئی کہ ہم نے اسے گاڑی میں چوز کیا ہم نے کافی ساری گاڑیاں دیکھی ہیں ہم نے گارنٹی دیکھی ہے سبک دیکھی پریس دیکھی ایکوا دیکھی لو ماڈل بھی دیکھیں ہائی ماڈل بھی دیکھے ہم نے ساری گاڑیاں دیکھی جو پانچ پانچ سال چلی ہوئی گاڑیاں تھی ایون ان کے بھی جو ہے بہت زیادہ مائی لسٹ تھی بہت زیادہ مطلب دو دو تین تین لاکھ چلی ہوئی تھی وہ اور وہ قیمت جو بتا رہے تھے جو ڈیمانڈ کر رہے تھے وہ جسٹی فائی کرے ہی نہیں دیتی تھی گاڑی کی کنڈیشن کو دیکھتے ہوئے وہ بتاتے تھے کہ ٹوٹل جینون ہے سارا کچھ ہے لیکن سامنے جو ہے ٹچنگ ہوئی ہوئی نظر ارہی ہوئی تھی پینٹڈ ہوا وہ نظر ا رہا ہوتا تھا اور پھر باقی سیوک وغیرہ کی جو بات ہے تو وہ تو پھر تھوڑی دیر اور اس کی قیمت ہی اتنی زیادہ بتاتے ہیں وہ جسٹیفائی کرتی ہی نہیں ہے اس کو اتنا پرانا ماڈل ہونے کے باوجود سال پرانے گاڑی والے اثرات جو ہیں وہ پورے نظر ارہے ہوتے ہیں کہ ہاں چلی ہوئی ہے کافی زیادہ چلی ہوئی ہے پرانی گاڑی ہے اسی لئے پھر ہم نے کافی ساری گاڑیاں دیکھنے کے بعد پھر یہی چوز کیا کہ ہم کوئی برانڈ نیو گاڑی دیکھ لیں تو زیادہ بہتر ہو جائے گا پھر اس لئے ہم نے جو ہے ایلفین چوز کی کے ایلفین ہی لے لیتے ہیں کیونکہ ایلفین کے ساتھ جو ہے پچھلا تجربہ ہمارا جو ہے وہ بہت اچھا تھا,10,10,"[15, 32, 34, 42, 47, 57, 59, 61, 69, 78]","[1, 2, 14, 19, 39, 51, 69, 73, 78, 88]",1,88,44,0,44,"(1, 50.0)","[0, 0, 0, 9, 0, 9, 0, 0, 0, 0]","[0, 0, 0, 9, 0, 9, 0, 0, 1, 9]"
50.64,205 (25).wav,"سر اپ سے ایک سوال ہے میرا پوچھیں گے تو لوگ 40,000 چلنے کے بعد جو ہے اسے فورا بیچ کیوں دیتے ہیں بہت اچھا کوئسچن کیا اپ نے حذیفہ میں خود بھی اس کا جواب دینا چاہ رہا تھا اصل میں سینگ ہے کہ ڈی سی ٹی جو ٹیکنالوجی ہے نو ڈاوٹ بہت زبردست ہے ڈول کلیش ٹرانسلیشن ہے اپ کو جرک نہیں لگتے غیر چینج ہوتے وقت لیکن اس کا جو ائل ہے اگر اپ کمپنی سے چینج کرواتے ہیں تو 48 49 ہزار روپے کا ائل اور مزدوری ہے مطلب پچاس ہزار روپے کی پھکی اپ کو پڑتی ہے 40,000 کلومیٹر کے بعد ریکمنڈڈ یہ ہے 40 کے بعد کرلیں ورنہ پچاس پے تو لازمی اپ نے کرنا ہے تو 1,000 پر کلومیٹر اپ یہ اندازہ لگا لیں کہ اپ کو اس کے ڈی سی ٹی ائل کا پڑتا ہے",4,1,"[19, 23, 25, 42]",[9],0,50,20,2,28,"(0, 56.00000000000001)","[0, 9, 0, 0]",[0]
50.04,205 (26).wav,"اس میں ستم بالائے ستم یہ ہے کہ لوگ کہتے ہیں کہ یار ہم ایسا کرتے ہیں مارکیٹ سے 20 25 30,000 والا ائل ڈلوا لیتے ہیں کام تو وہ بھی کرتا ہے اور ہیں ایسے ہی کافی سارے چلتے بھی ہیں لوگ کرتے بھی ہیں لیکن مسئلہ یہ ہو جاتا ہے کہ چونکہ یہ 5 سال کی وارنٹی ہے اس کی گئیر بوکس کی کم و بیش تو اگر وہ سیمپل لیتے ہیں غیر باکس اس کا ہوجاتا ہے خراب اور وہ سیمپل لیتے ہیں ائل کا وہ باہر کا ائل ہوا تو وہ کلیم اپ کا منظور نہیں کریں گے وہ کلیم کلیم نہیں ہوگا وہ کہے گا اپ کو کس نے مشورہ دیا تھا اپ باہر کا ائل ڈالیں یہ میری پراپر بات ہوئی تھی والوں سے جو فرنچائز تھی انہوں نے ہمیں یہ ریزن بتایا وہ کہتا ہے ہم کر کے دیتے ہیں لوگوں کو باہر کا ائل بھی ان کی ڈیمانڈ پر ڈال کے دیتے ہیں ساتھ یہ بتاتے ہیں کہ خدانخواستہ اگر کوئی غیر باسکو کچھ ہوگیا تو ہم ذمہ دار نہیں ہوں گے",8,4,"[8, 13, 13, 18, 23, 28, 29, 49]","[11, 26, 34, 43]",0,50,7,5,38,"(0, 76.0)","[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0]"
